Index,Department,Physical,Bio,Food,Sports.Science,Day,Starting.Time,Ending.Time,Number.of.Credits,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,General,Special,Semester.Half,Lecturer.in.charge,Lecture.Time
364,Botany,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Plant Development & Propagation,PBT/PBL/MBL 124 1.0,PBT/PBL/MBL,PBT/PBL/MBL 124 1.0 Plant Development & Propagation,1,B1,Lecture,1,0,1,Prof. W.T.P.S.K.Senarath,13:00-15:00
367,Botany,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Plant Structure & Function,PBT/PBL/MBL 125 1.0,PBT/PBL/MBL,PBT/PBL/MBL 125 1.0 Plant Structure & Function,1,B1,Lecture,1,0,2,Prof. W.T.P.S.K.Senarath,13:00-15:00
370,Botany,0,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,NA,Tutorial,PBT T,PBT,PBT T Tutorial,1,T,Tutorial,1,0,1,NA,15:00-16:00
373,Botany,0,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,NA,Tutorial,PBL T,PBL,PBL T Tutorial,1,T,Tutorial,1,0,1,NA,15:00-16:00
376,Botany,0,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,NA,Tutorial,MBL T,MBL,MBL T Tutorial,1,T,Tutorial,1,0,1,NA,15:00-16:00
379,Botany,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,NA,Tutorial,PBT T,PBT,PBT T Tutorial,2,T,Tutorial,1,0,1,NA,08:00-08:50
382,Botany,0,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,MBL P,MBL,MBL P Practicals,2,P,Practicals,1,0,1,NA,08:55-12:00
385,Botany,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,PBT P,PBT,PBT P Practicals,2,P,Practicals,1,0,1,NA,13:00-16:00
388,Botany,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,PBL P,PBL,PBL P Practicals,2,P,Practicals,1,0,1,NA,13:00-16:00
391,Botany,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Microbial Genetics,MBL 223 1.0,MBL,MBL 223 1.0  Microbial Genetics,2,S1,Lecture,1,0,1,Mrs. C.B.Wijerathna,13:00-15:00
394,Botany,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Molecular Genetics,"
PBT 223 2.0",PBT,"
PBT 223 2.0  Molecular Genetics",2,F1,Lecture,1,0,1,Dr. I. U. Kariyawasam,13:00-15:00
397,Botany,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Plant Physiology,"
PBL 224 1.0 
",PBL,"
PBL 224 1.0 
 Plant Physiology",2,SLH - Botany,Lecture,1,0,1,Dr. R.Wimalasekara,13:00-15:00
400,Botany,0,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Fundamentals of Recombinant DNA Technology,PBL 225 1.0,PBL,PBL 225 1.0  Fundamentals of Recombinant DNA Technology,2,SLH - Botany,Lecture,1,0,2,Prof. P.N.Dasanayake,13:00-15:00
403,Botany,0,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1,Phytopathogenic Microorganisms – 1,"MBL 228 1.0
",MBL,"MBL 228 1.0
 Phytopathogenic Microorganisms – 1",2,B1,Lecture,1,0,1,Ms. H.T.Mandakini,10:15-12:00
406,Botany,0,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Gene Technology,PBT 224 2.0,PBT,PBT 224 2.0 Gene Technology,2,B2,Lecture,1,0,1,Prof. P.N.Dasanayake,10:15-12:00
409,Botany,0,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Genetics,PBL 223 2.0,PBL,PBL 223 2.0  Genetics,2,SLH - Botany,Lecture,1,0,1,Dr. I. U. Kariyawasam,10:15-12:00
412,Botany,0,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,NA,Tutorial,PBL T,PBL,PBL T Tutorial,2,T,Tutorial,1,0,1,NA,08:55-09:45
415,Botany,0,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,NA,Tutorial,MBL T,MBL,MBL T Tutorial,2,T,Tutorial,1,0,1,NA,08:55-09:45
418,Botany,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,NA,Tutorial,PBT T,PBT,PBT T Tutorial,2,T,Tutorial,1,0,1,NA,13:00-14:00
421,Botany,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,NA,Tutorial,PBL T,PBL,PBL T Tutorial,2,T,Tutorial,1,0,1,NA,13:00-14:00
424,Botany,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,NA,Tutorial,MBL T,MBL,MBL T Tutorial,2,T,Tutorial,1,0,1,NA,13:00-14:00
427,Botany,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Industrial Biotechnology,PBT 325 2.0,PBT,PBT 325 2.0 Industrial Biotechnology,3,A1,Lecture,1,0,1,Dr. Kasun Thambugala,08:00-09:45
430,Botany,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Economic Botany,PBL 321 1.0,PBL,PBL 321 1.0  Economic Botany,3,B2,Lecture,1,0,1,Mrs. C.B.Wijerathna,08:00-08:50
433,Botany,0,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Plant Resources,PBL 325 1.0,PBL,PBL 325 1.0  Plant Resources,3,B2,Lecture,1,0,1,Mrs. C.B.Wijerathna,08:55-09:45
436,Botany,0,1,0,0,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,1,Industrial Management,MBL 326 1.0,MBL,MBL 326 1.0  Industrial Management,3,B1,Lecture,1,0,1,Mrs. M.W.Kalyani,14:00-16:00
439,Botany,0,1,0,0,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,1,Food & Dairy Microbiology,MBL 323 1.0,MBL,MBL 323 1.0  Food & Dairy Microbiology,3,B1,Lecture,1,0,2,Ms. H.T.Mandakini,14:00-16:00
442,Botany,0,1,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,1,Medical Biotechnology,PBT 324.1.0,PBT,PBT 324.1.0 Medical Biotechnology,3,B1,Lecture,1,0,1,Mrs. W.A.S.Wijendra,15:00-16:00
445,Botany,0,1,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,1,Applied Microbiology,PBL 326 1.0,PBL,PBL 326 1.0 Applied Microbiology,3,B3,Lecture,1,0,1,Ms. H.T.Mandakini,15:00-16:00
448,Botany,0,1,0,0,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,1,Bioinformatics & Molecular Modeling,PBT 327 1.0,PBT,PBT 327 1.0 Bioinformatics & Molecular Modeling,3,B1,Lecture,1,0,1,Dr. I. U. Kariyawasam,16:00-17:00
451,Botany,0,1,0,0,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,NA,Tutorial,PBL T,PBL,PBL T Tutorial,3,T,Tutorial,1,0,1,NA,16:00-17:00
454,Botany,0,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Medical Microbiology,MBL 324 1.0,MBL,MBL 324 1.0 Medical Microbiology,3,B1,Lecture,1,0,1,Dr. Janani Kottahachchi,13:00-14:00
457,Botany,0,1,0,0,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,1,Bioinformatics & Molecular Modeling,MBL 327 1.0,MBL,MBL 327 1.0 Bioinformatics & Molecular Modeling,3,B1,Lecture,1,0,1,Dr. I. U. Kariyawasam,14:00-15:00
460,Botany,0,1,0,0,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,NA,Tutorial,PBT T,PBT,PBT T Tutorial,3,T,Tutorial,1,0,1,NA,08:00-08:50
463,Botany,0,1,0,0,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,NA,Tutorial,MBL T,MBL,MBL T Tutorial,3,T,Tutorial,1,0,1,NA,08:00-08:50
466,Botany,0,1,0,0,Saturday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,PBL P,PBL,PBL P Practicals,3,P,Practicals,1,0,1,NA,13:00-16:00
469,Botany,0,1,0,0,Sunday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,PBL P,PBL,PBL P Practicals,3,P,Practicals,1,0,1,NA,13:00-16:00
472,Botany,0,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,MBL P,MBL,MBL P Practicals,3,P,Practicals,1,0,1,NA,08:55-12:00
475,Botany,0,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Plant Synthetic Biology,PBT 393 1.0,PBT,PBT 393 1.0  Plant Synthetic Biology,3,B2,Lecture,0,1,1,Dr. R.Wimalasekara,10:15-11:05
478,Botany,0,1,0,0,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Microbial Biochemistry,MBL 383 1.0,MBL,MBL 383 1.0 Microbial Biochemistry,3,B2,Lecture,0,1,1,Dr. R.Wimalasekara,11:10-12:00
481,Botany,0,1,0,0,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,1,Advanced Microbial Genetics,PBT 386 1.0,PBT,PBT 386 1.0 Advanced Microbial Genetics,3,B2,Lecture,0,1,1,Dr. Anusha Ekanayaka,16:00-17:00
484,Botany,0,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Microbes in Pest Management,MBL 382 2.0,MBL,MBL 382 2.0 Microbes in Pest Management,3,B3,Lecture,0,1,1,Dr. Wathsala Udari,13:00-15:00
487,Botany,0,1,0,0,Tuesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,1,Advanced Genetics,PBL 386 1.0,PBL,PBL 386 1.0 Advanced Genetics,3,B3,Lecture,0,1,1,Dr. I. U. Kariyawasam,17:00-17:45
490,Botany,0,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Applications in Nanobiology,PBT 394 1.0,PBT,PBT 394 1.0 Applications in Nanobiology,3,B3,Lecture,0,1,1,Mrs. C.B.Wijerathna,08:00-08:50
493,Botany,0,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Applications in Nanobiology,MBL 394 1.0,MBL,MBL 394 1.0 Applications in Nanobiology,3,B3,Lecture,0,1,1,Mrs. C.B.Wijerathna,08:00-08:50
496,Botany,0,1,0,0,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Marine Biotechnology,PBT 389 1.0,PBT,PBT 389 1.0 Marine Biotechnology,3,B3,Lecture,0,1,1,Dr. I. U. Kariyawasam,08:55-09:45
499,Botany,0,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Biostatistics and Computer Applications,PBL 387 2.0,PBL,PBL 387 2.0 Biostatistics and Computer Applications,3,NFC4,Lecture,0,1,1,Dr. C. Wickramarachchi,15:00-17:00
502,Botany,0,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Biostatistics and Computer Applications,PBT 387 2.0,PBT,PBT 387 2.0 Biostatistics and Computer Applications,3,NFC4,Lecture,0,1,1,Dr. C. Wickramarachchi,15:00-17:00
505,Botany,0,1,0,0,Wednesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Biostatistics and Computer Applications,MBL 387 2.0,MBL,MBL 387 2.0 Biostatistics and Computer Applications,3,NFC4,Lecture,0,1,1,Dr. C. Wickramarachchi,15:00-17:00
508,Botany,0,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Advanced Phytotaxonomy,PBL 390 2.0,PBL,PBL 390 2.0  Advanced Phytotaxonomy,3,B3,Lecture,0,1,1,Dr. I. U. Kariyawasam,08:00-09:45
511,Botany,0,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Advanced Phytotaxonomy,PBT 390 2.0,PBT,PBT 390 2.0  Advanced Phytotaxonomy,3,B3,Lecture,0,1,1,Dr. I. U. Kariyawasam,08:00-09:45
514,Botany,0,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1,Fundamentals of GIS,PBL 384 1.0,PBL,PBL 384 1.0 Fundamentals of GIS,3,F3,Lecture,0,1,1,Dr. Daham Jayawardana,10:15-12:00
517,Botany,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T17:00:00Z,NA,Practicals,PBT P,PBT,PBT P Practicals,3,P,Practicals,0,1,1,NA,13:00-17:00
520,Botany,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T17:00:00Z,NA,Practicals,PBL P,PBL,PBL P Practicals,3,P,Practicals,0,1,1,NA,13:00-17:00
523,Botany,0,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,MBL P,MBL,MBL P Practicals,3,P,Practicals,0,1,1,NA,08:55-12:00
526,Botany,0,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,1,Advanced Mycology,MBL 393 1.0,MBL,MBL 393 1.0  Advanced Mycology,3,B2,Lecture,0,1,1,Dr. Dimuthu Manamgoda,13:00-15:00
529,Botany,0,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,1,Microbial Enzymes in Biotechnology,MBL 485 1.0,MBL,MBL 485 1.0 Microbial Enzymes in Biotechnology,4,SLH - Botany,Lecture,0,1,1,Dr. R.Wimalasekara,08:00-09:45
532,Botany,0,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Introduction to Palynology,PBT 484 2.0,PBT,PBT 484 2.0  Introduction to Palynology,4,B3,Lecture,0,1,1,Dr. R.Wimalasekara,10:15-12:00
535,Botany,0,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Advanced Applied Microbiology,PBL 492 2.0,PBL,PBL 492 2.0 Advanced Applied Microbiology,4,SLH - Botany,Lecture,0,1,1,Dr. Anusha Ekanayaka,13:00-15:00
538,Botany,0,1,0,0,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,1,Viral Genetics,PBT 495 1.0,PBT,PBT 495 1.0  Viral Genetics,4,B2,Lecture,0,1,1,Dr. Anusha Ekanayaka,15:00-16:00
541,Botany,0,1,0,0,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,1,Laboratory Management for Microbiologist,MBL 497 1.0,MBL,MBL 497 1.0 Laboratory Management for Microbiologist,4,B3,Lecture,0,1,1,Mrs. C.B.Wijerathna,16:00-17:00
544,Botany,0,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Molecular Diagnosis of Plant Diseases,PBT 499 2.0,PBT,PBT 499 2.0 Molecular Diagnosis of Plant Diseases,4,B3,Lecture,0,1,1,Dr. Dimuthu Manamgoda,08:00-09:45
547,Botany,0,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Molecular Diagnosis of Plant Diseases,MBL 499 2.0,MBL,MBL 499 2.0 Molecular Diagnosis of Plant Diseases,4,B3,Lecture,0,1,1,Dr. Dimuthu Manamgoda,08:00-09:45
550,Botany,0,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Cell Signaling,PBT 486 1.0,PBT,PBT 486 1.0 Cell Signaling,4,B3,Lecture,0,1,1,Dr. R.Wimalasekara,08:00-08:50
553,Botany,0,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Plant Developmental Genetics,PBT 490 1.0,PBT,PBT 490 1.0 Plant Developmental Genetics,4,B3,Lecture,0,1,1,Dr. R.Wimalasekara,08:55-09:45
556,Botany,0,1,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Environmental Microbiology,MBL 493 2.0,MBL,MBL 493 2.0 Environmental Microbiology,4,B2,Lecture,0,1,1,Dr. Anusha Ekanayaka,10:15-12:00
559,Botany,0,1,0,0,Saturday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,2,Plant Quarantine,MBL 496 2.0,MBL,MBL 496 2.0  Plant Quarantine,4,B2,Lecture,0,1,1,Ms. Champika Hewage,08:55-12:00
562,Botany,0,1,0,0,Saturday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,2,Plant Quarantine,PBT 496 2.0,PBT,PBT 496 2.0  Plant Quarantine,4,B2,Lecture,0,1,1,Ms. Champika Hewage,08:55-12:00
565,Botany,0,1,0,0,Saturday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Crop Protection,PBL 480 2.0,PBL,PBL 480 2.0 Crop Protection,4,B2,Lecture,0,1,1,Dr. Wathsala Udari,13:00-15:00
568,Botany,0,1,0,0,Sunday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,2,Advanced Plant Pathology,MBL 483 2.0,MBL,MBL 483 2.0 Advanced Plant Pathology,4,B2,Lecture,0,1,1,Prof. Renuka Aththanayake,08:55-16:00
571,Botany,0,1,0,0,Sunday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,2,Advanced Plant Pathology,PBL 482 2.0,PBL,PBL 482 2.0 Advanced Plant Pathology,4,B2,Lecture,0,1,1,Prof. Renuka Aththanayake,08:55-16:00
574,Chemistry,1,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Organic Chemistry II,"CHE 109 
1.0",CHE,"CHE 109 
1.0 Organic Chemistry II",1,C1,Lecture,1,0,1,Prof. C Padumadasa,08:00-08:50
577,Chemistry,1,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Introduction to Analytical Chemistry,"CHE 111 
2.0",CHE,"CHE 111 
2.0  Introduction to Analytical Chemistry",1,C1,Lecture,1,0,1,Prof. C D Jayaweera,08:00-09:45
580,Chemistry,1,1,0,0,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,1,Chemical Thermodynamics,"CHE 103 
1.0",CHE,"CHE 103 
1.0  Chemical Thermodynamics",1,C1,Lecture,1,0,1,Dr. Tharindu Senapathi,16:00-17:00
583,Chemistry,1,1,0,0,Tuesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,NA,Tutorial,CHE T,CHE,CHE T Tutorial,1,T,Tutorial,1,0,1,NA,17:00-17:45
586,Chemistry,1,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,NA,Practicals,CHE P,CHE,CHE P Practicals,1,P,Practicals,1,0,1,NA,08:55-16:00
589,Chemistry,1,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,NA,Practicals,CHE P,CHE,CHE P Practicals,2,P,Practicals,1,0,1,NA,08:55-16:00
592,Chemistry,1,1,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Organic Spectroscopy,"CHE 203 
1.0",CHE,"CHE 203 
1.0 Organic Spectroscopy",2,C1,Lecture,1,0,1,Prof. Asiri Perera,10:15-11:05
595,Chemistry,1,1,0,0,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Electrochemistry,"CHE 204 
1.0",CHE,"CHE 204 
1.0 Electrochemistry",2,C1,Lecture,1,0,1,Dr. L Palliyaguru,11:10-12:00
598,Chemistry,1,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Chemistry of Coordination Compounds,"CHE 202 
1.0",CHE,"CHE 202 
1.0  Chemistry of Coordination Compounds",2,C1,Lecture,1,0,1,Dr. Isuri Weerarathne,13:00-14:00
601,Chemistry,1,1,0,0,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,1,Chemical Kinetics,"CHE 206 
1.0",CHE,"CHE 206 
1.0 Chemical Kinetics",2,C1,Lecture,1,0,1,Dr. Imalka Munaweera,14:00-15:00
604,Chemistry,1,1,0,0,Friday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,NA,Tutorial,CHE T,CHE,CHE T Tutorial,2,T,Tutorial,1,0,1,NA,16:00-17:00
607,Chemistry,1,1,0,0,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,1,Quality Control and Assurance,"CHE 333 
1.0",CHE,"CHE 333 
1.0 Quality Control and Assurance",3,C1,Lecture,1,0,1,Dr. Upul Kumarasinghe,16:00-17:00
610,Chemistry,1,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Industrial Organic Chemistry,"CHE 345 
1.0",CHE,"CHE 345 
1.0  Industrial Organic Chemistry",3,S1,Lecture,1,0,1,Dr. Upul Kumarasinghe,08:00-08:50
613,Chemistry,1,1,0,0,Tuesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,1,Basic Chemical Engineering,"CHE 312 
1.0",CHE,"CHE 312 
1.0 Basic Chemical Engineering",3,C1,Lecture,1,0,1,VL,17:00-17:45
616,Chemistry,1,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Introduction to Molecular Modeling and Designing,"CHE 340 
1.0",CHE,"CHE 340 
1.0  Introduction to Molecular Modeling and Designing",3,C1,Lecture,1,0,1,Dr. R Jayakody,08:00-08:50
619,Chemistry,1,1,0,0,Wednesday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,NA,Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,1,0,1,NA,08:55-16:00
622,Chemistry,1,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Structure and Function of Biomolecules,"CHE 330 
1.0",CHE,"CHE 330 
1.0 Structure and Function of Biomolecules",3,C1,Lecture,1,0,1,Prof. P Godakumbura,08:00-08:50
625,Chemistry,1,1,0,0,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Industrial Utilization of Plant Materials,"CHE 302 
1.0",CHE,"CHE 302 
1.0 Industrial Utilization of Plant Materials",3,C1,Lecture,1,0,1,Prof. P Godakumbura,08:55-09:45
628,Chemistry,1,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Organic Synthesis and Industrial Applications,ICH 363 2.0,ICH,ICH 363 2.0 Organic Synthesis and Industrial Applications,3,C3,Lecture,0,1,1,Dr. Upul Kumarasinghe,08:00-09:45
631,Chemistry,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Spectroscopic Techniques for Identification of Organic Compounds,ICH 365 1.0,ICH,ICH 365 1.0 Spectroscopic Techniques for Identification of Organic Compounds,3,C3,Lecture,0,1,1,Prof. C Padumadasa,10:15-11:05
634,Chemistry,1,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,2,Chemical Kinetics and Thermodynamics,ICH 373 2.0,ICH,ICH 373 2.0 Chemical Kinetics and Thermodynamics,3,C3,Lecture,0,1,1,Dr. L Palliyaguru / Dr. Tharindu Senapathi,13:00-14:00
637,Chemistry,1,1,0,0,Monday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Food Chemistry and Technology,ICH 369 2.0,ICH,ICH 369 2.0 Food Chemistry and Technology,3,C3,Lecture,0,1,1,Prof. P Godakumbura,15:00-17:00
640,Chemistry,1,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,NA,Practicals,ICH P,ICH,ICH P Practicals,3,P,Practicals,0,1,1,NA,08:55-16:00
643,Chemistry,1,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Molecular Modelling and Computational Chemistry,ICH 370 2.0,ICH,ICH 370 2.0 Molecular Modelling and Computational Chemistry,3,C3,Lecture,0,1,1,Dr. R Jayakody,08:00-09:45
646,Chemistry,1,1,0,0,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Spectroscopic Techniques for Identification of Inorganic Complexes,ICH 364 1.0,ICH,ICH 364 1.0 Spectroscopic Techniques for Identification of Inorganic Complexes,3,C3,Lecture,0,1,1,Prof. NT Perera,08:55-09:45
649,Chemistry,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Microscopic and Scattering Techniques,ICH 367 2.0,ICH,ICH 367 2.0 Microscopic and Scattering Techniques,3,C4,Lecture,0,1,1,Dr. L Palliyaguru / Dr. S Rajapaksha,10:15-12:00
652,Chemistry,1,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Alternative Energy Sources and Energy Storage Devices,ICH 457 1.0,ICH,ICH 457 1.0 Alternative Energy Sources and Energy Storage Devices,4,SCR,Lecture,0,1,1,Dr. Isuri Weerarathne,08:00-08:50
655,Chemistry,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Petroleum Chemistry and Petrochemical Industry,ICH 476 2.0,ICH,ICH 476 2.0 Petroleum Chemistry and Petrochemical Industry,4,SCR,Lecture,0,1,1,VL,10:15-12:00
658,Chemistry,1,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,"Quality Assurance, Accreditation and Project Management",ICH 484 2.0,ICH,"ICH 484 2.0 Quality Assurance, Accreditation and Project Management",4,SCR,Lecture,0,1,1,VL,13:00-15:00
661,Chemistry,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Advanced Organic Spectroscopy,CHE 358 1.0,CHE,CHE 358 1.0 Advanced Organic Spectroscopy,3,C3,Lecture,0,1,1,Prof. C Padumadasa,10:15-11:05
664,Chemistry,1,1,0,0,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Advanced Coordination Chemistry,CHE 367 1.0,CHE,CHE 367 1.0 Advanced Coordination Chemistry,3,C3,Lecture,0,1,1,Dr. M Kartunaratne,11:10-12:00
667,Chemistry,1,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Advanced Quantum Chemistry,CHE 362 1.0,CHE,CHE 362 1.0 Advanced Quantum Chemistry,3,C3,Lecture,0,1,1,Dr. R Jayakody,08:00-08:50
670,Chemistry,1,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,NA,Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,0,1,1,NA,08:55-16:00
673,Chemistry,1,1,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Natural Product Chemistry,CHE 384 1.0,CHE,CHE 384 1.0 Natural Product Chemistry,3,C4,Lecture,0,1,1,Dr. I Fernando,10:15-11:05
676,Chemistry,1,1,0,0,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Inorganic Reaction Mechanisms,CHE 354 1.0,CHE,CHE 354 1.0 Inorganic Reaction Mechanisms,3,C4,Lecture,0,1,1,Dr. Imalka Munaweera,11:10-12:00
