Index,Department,Physical,Bio,Food,Sports.Science,Day,Starting.Time,Ending.Time,Number.of.Credits,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,General,Special,Semester.Half,Lecturer.in.charge
745,Polymer Science,1,1,0,0,Monday,11:10:00,12:00:00,1,Introduction to Engineering Materials,PST 313 1.0,PST,PST 313 1.0 Introduction to Engineering Materials,3,C2,Lecture,1,0,1,Dr. Sulashi Samarasinghe
748,Polymer Science,1,1,0,0,Tuesday,13:00:00,14:00:00,3,Polymeric Materials,PSC 104 3.0,PSC,PSC 104 3.0 Polymeric Materials,1,C1,Lecture,1,0,1,Prof. Laleen Karunanayake / Dr. Dammika Weerathunga
751,Polymer Science,1,1,0,0,Tuesday,14:00:00,15:00:00,NA,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,1,0,1,NA
754,Polymer Science,1,1,0,0,Tuesday,8:55:00,9:45:00,1,Polymer Kinetics,PSC 205 1.0,PSC,PSC 205 1.0 Polymer Kinetics,2,C2,Lecture,1,0,1,Dr. Madhubhashini Maddumaarachchi
757,Polymer Science,1,1,0,0,Tuesday,13:00:00,15:00:00,2,Polymer Characterization,PSC 202 2.0,PSC,PSC 202 2.0 Polymer Characterization,2,C2,Lecture,1,0,1,Prof. Thilini Gunasekara
760,Polymer Science,1,1,0,0,Tuesday,15:00:00,16:00:00,NA,Tutorial,PSC T,PSC,PSC T Tutorial,2,T,Tutorial,1,0,1,NA
763,Polymer Science,1,1,0,0,Tuesday,8:55:00,12:00:00,NA,Practicals,PST P,PST,PST P Practicals,3,P,Practicals,1,0,1,NA
766,Polymer Science,1,1,0,0,Tuesday,13:00:00,15:00:00,2,Polymers in Textile Industry,PSC 318 2.0,PSC,PSC 318 2.0 Polymers in Textile Industry,3,C3,Lecture,1,0,1,Dr. Sulashi Samarasinghe
769,Polymer Science,1,1,0,0,Wednesday,8:55:00,9:45:00,NA,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,1,0,1,NA
772,Polymer Science,1,1,0,0,Wednesday,10:15:00,12:00:00,2,Polymer Degradation,PST 103 2.0,PST,PST 103 2.0 Polymer Degradation,1,C2,Lecture,1,0,1,Prof. Thilini Gunasekara
775,Polymer Science,1,1,0,0,Wednesday,17:00:00,17:45:00,NA,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,1,0,1,NA
778,Polymer Science,1,1,0,0,Wednesday,17:00:00,17:45:00,NA,Tutorial,PST T,PST,PST T Tutorial,2,T,Tutorial,1,0,1,NA
781,Polymer Science,1,1,0,0,Thursday,10:15:00,11:05:00,NA,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,1,0,1,NA
784,Polymer Science,1,1,0,0,Thursday,13:00:00,15:00:00,NA,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,1,0,1,NA
787,Polymer Science,1,1,0,0,Thursday,8:00:00,9:45:00,2,Polymer Processing and Product Testing,PSC 206 2.0,PSC,PSC 206 2.0 Polymer Processing and Product Testing,2,C2,Lecture,1,0,1,Prof. Shantha Walpalage / Dr. Dammika Weerathunga
790,Polymer Science,1,1,0,0,Thursday,10:15:00,12:00:00,2,Introduction to Waste Water Treatment processes in Polymer Industry,PST 314 2.0,PST,PST 314 2.0 Introduction to Waste Water Treatment processes in Polymer Industry,3,C2,Lecture,1,0,1,Dr. Dammika Weerathunga
793,Polymer Science,1,1,0,0,Thursday,13:00:00,14:00:00,1,Environment and Polymer Industry,PST 315 1.0,PST,PST 315 1.0 Environment and Polymer Industry,3,NFC6,Lecture,1,0,1,Prof. S.D.M. Chinthaka
796,Polymer Science,1,1,0,0,Thursday,14:00:00,15:00:00,NA,Tutorial,PST T,PST,PST T Tutorial,3,T,Tutorial,1,0,1,NA
799,Polymer Science,1,1,0,0,Friday,8:00:00,8:50:00,NA,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,1,0,1,NA
802,Polymer Science,1,1,0,0,Friday,8:55:00,16:00:00,NA,Practicals,PST P,PST,PST P Practicals,2,P,Practicals,1,0,1,NA
805,Polymer Science,1,1,0,0,Monday,8:55:00,12:00:00,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA
808,Polymer Science,1,1,0,0,Monday,13:00:00,16:00:00,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA
811,Polymer Science,1,1,0,0,Tuesday,8:55:00,11:05:00,2,Polymer Industry and Its Environment Impact,PCH 364 2.0,PCH,PCH 364 2.0 Polymer Industry and Its Environment Impact,3,NFC6,Lecture,0,1,1,Prof. S.D.M. Chinthaka
814,Polymer Science,1,1,0,0,Tuesday,11:10:00,12:00:00,2,Advanced Concepts in Thermodynamics and Statistical Thermodynamics,PCH 371 2.0,PCH,PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics,3,NFC6,Lecture,0,1,1,Dr. Thusitha Etampawala
817,Polymer Science,1,1,0,0,Tuesday,13:00:00,15:00:00,2,Polymers in Textile Industry,PCH 369 2.0,PCH,PCH 369 2.0 Polymers in Textile Industry,3,C3,Lecture,0,1,1,Dr. Sulashi Samarasinghe
820,Polymer Science,1,1,0,0,Tuesday,15:00:00,16:00:00,2,Organic Synthesis,PCH 370 2.0,PCH,PCH 370 2.0 Organic Synthesis,3,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka
823,Polymer Science,1,1,0,0,Wednesday,8:00:00,8:50:00,1,Molecular Modeling and Computational Chemistry,PCH 365 1.0,PCH,PCH 365 1.0 Molecular Modeling and Computational Chemistry,3,Online,Lecture,0,1,1,Dr. Ranga Jayakody
826,Polymer Science,1,1,0,0,Wednesday,8:55:00,12:00:00,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA
829,Polymer Science,1,1,0,0,Wednesday,13:00:00,16:00:00,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA
832,Polymer Science,1,1,0,0,Wednesday,16:00:00,17:00:00,2,Organic Synthesis,PCH 370 2.0,PCH,PCH 370 2.0 Organic Synthesis,3,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka
835,Polymer Science,1,1,0,0,Thursday,8:00:00,8:50:00,2,Advanced Concepts in Thermodynamics and Statistical Thermodynamics,PCH 371 2.0,PCH,PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics,3,NFC6,Lecture,0,1,1,Dr. Thusitha Etampawala
838,Polymer Science,1,1,0,0,Thursday,10:15:00,12:00:00,2,Advanced Organic and Inorganic Spectroscopy,PCH 360 2.0,PCH,PCH 360 2.0 Advanced Organic and Inorganic Spectroscopy,3,NFC6,Lecture,0,1,1,Dr. Narangoda
841,Polymer Science,1,1,0,0,Thursday,14:00:00,15:00:00,1,Degradable Polymer Technology,PCH 356 1.0,PCH,PCH 356 1.0 Degradable Polymer Technology,3,C2,Lecture,0,1,1,Prof. Thilini Gunasekara
844,Polymer Science,1,1,0,0,Monday,13:00:00,15:00:00,2,Current Trends in Polymer Science,PCH 457 2.0,PCH,PCH 457 2.0 Current Trends in Polymer Science,4,NFC6,Lecture,0,1,1,All
847,Polymer Science,1,1,0,0,Thursday,10:15:00,11:05:00,1,Analysis of Macromolecules,PCH 465 1.0,PCH,PCH 465 1.0 Analysis of Macromolecules,4,C3,Lecture,0,1,1,Dr. Madhubhashini Maddumaarachchi
850,Polymer Science,1,1,0,0,Thursday,13:00:00,14:00:00,1,Advanced Inorganic Polymers,PCH 462 1.0,PCH,PCH 462 1.0 Advanced Inorganic Polymers,4,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka
853,Polymer Science,1,1,0,0,Friday,10:15:00,12:00:00,2,Advanced Polymer Materials,PCH 458 2.0,PCH,PCH 458 2.0 Advanced Polymer Materials,4,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka
856,Polymer Science,1,1,0,0,Friday,13:00:00,14:00:00,1,Finite Element Analysis,PCH 456 1.0,PCH,PCH 456 1.0 Finite Element Analysis,4,C2,Lecture,0,1,1,Prof. Shantha Walpalage
859,Sports Science,0,0,0,1,Monday,8:00:00,9:45:00,2,Basic Biochemistry,SSM 106 2.0,SSM,SSM 106 2.0 Basic Biochemistry,1,NFC6,Lecture,0,1,1,Dr. S. Weerasinghe
862,Sports Science,0,0,0,1,Monday,10:15:00,12:00:00,1,General Anatomy I,SSM 125 1.0,SSM,SSM 125 1.0 General Anatomy I,1,O,Lecture,0,1,1,Dr. S. Weerasinghe
865,Sports Science,0,0,0,1,Monday,13:00:00,15:00:00,2,Sports Biomechanics,SSM 108 2.0,SSM,SSM 108 2.0 Sports Biomechanics,1,NFC6,Lecture,0,1,1,Mr. K.P. Manawadu / Mr. K.P.I. Silva
868,Sports Science,0,0,0,1,Monday,15:00:00,17:00:00,2,Aerobics for Health Promotion,SSM 192 2.0,SSM,SSM 192 2.0 Aerobics for Health Promotion,1,NFC6,Lecture,0,1,1,Ms. Kalani Harshala / Mr. D.S.L. Perera
871,Sports Science,0,0,0,1,Monday,8:00:00,11:05:00,2,FMSA of Coordination Sports Hockey,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Hockey,2,O,Lecture,0,1,1,Dr. S.K. Fernando
874,Sports Science,0,0,0,1,Monday,14:00:00,17:00:00,2,FMSA of Coordination Sports Cricket,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Cricket,2,O,Lecture,0,1,1,Mr. L.H.M.P. De Silva
877,Sports Science,0,0,0,1,Monday,10:15:00,12:00:00,2,Operations Research in Sports,SSM 367 2.0,SSM,SSM 367 2.0 Operations Research in Sports,3,NFC6,Lecture,0,1,1,Dr. H.P.N. Perera
880,Sports Science,0,0,0,1,Monday,13:00:00,15:00:00,2,Financial Management,SSM 364 2.0,SSM,SSM 364 2.0 Financial Management,3,B2,Lecture,0,1,1,Ms. M.H. Kumaragamage
883,Sports Science,0,0,0,1,Tuesday,10:15:00,12:00:00,1,Physiology I,SSM 124 1.0,SSM,SSM 124 1.0 Physiology I,1,O,Lecture,0,1,1,Dr. S. Weerasinghe
886,Sports Science,0,0,0,1,Tuesday,15:00:00,16:00:00,1,Sports Sociology,SSM 155 1.0,SSM,SSM 155 1.0 Sports Sociology,1,NFC6,Lecture,0,1,1,Dr. S.K. Fernando
889,Sports Science,0,0,0,1,Tuesday,16:00:00,17:00:00,NA,Tutorial,SSM T,SSM,SSM T Tutorial,1,T,Tutorial,0,1,1,NA
892,Sports Science,0,0,0,1,Tuesday,8:00:00,9:45:00,2,Financial Accounting,SSM 260 2.0,SSM,SSM 260 2.0 Financial Accounting,2,NFC6,Lecture,0,1,1,Dr. H.P.N. Perera
895,Sports Science,0,0,0,1,Tuesday,10:15:00,12:00:00,2,Applied Sports and Ex. Psychol.,SSM 254 2.0,SSM,SSM 254 2.0 Applied Sports and Ex. Psychol.,2,NFC6,Lecture,0,1,1,Mrs. A.M.G.C.P. Adikari
898,Sports Science,0,0,0,1,Tuesday,13:00:00,16:00:00,2,Mixed Martial ArtsTaekwondo,SSM 294 2.0,SSM,SSM 294 2.0 Mixed Martial ArtsTaekwondo,2,O,Lecture,0,1,1,Miss. Shalini Bandara Dissanayake
901,Sports Science,0,0,0,1,Tuesday,8:00:00,9:45:00,NA,Practicals,SSM P,SSM,SSM P Practicals,3,P,Practicals,0,1,1,NA
904,Sports Science,0,0,0,1,Tuesday,13:00:00,15:00:00,2,Sports for Special Population,SSM 388 2.0,SSM,SSM 388 2.0 Sports for Special Population,3,NFC6,Lecture,0,1,1,Mr. D.S.L. Perera / Dr. M.A.S. Udayanga
907,Sports Science,0,0,0,1,Wednesday,10:15:00,12:00:00,1,Introduction to Mathematical Software,SSM 111 1.0,SSM,SSM 111 1.0  Introduction to Mathematical Software,1,M1,Lecture,0,1,1,Dr. M.T.M. Perera / Mr. Chameera Ginige
910,Sports Science,0,0,0,1,Wednesday,13:00:00,16:00:00,1,FMSA Gymnastics,SSM 191 1.0,SSM,SSM 191 1.0 FMSA Gymnastics,1,O,Lecture,0,1,1,Ms. Chalanima Kariyawasam
913,Sports Science,0,0,0,1,Wednesday,8:00:00,9:45:00,2,Exercise andSports Physiology,SSM 225 2.0,SSM,SSM 225 2.0 Exercise andSports Physiology,2,NFC6,Lecture,0,1,1,Mrs. A.M.G.C.P. Adikari / Dr. M.A.S. Udayanga
916,Sports Science,0,0,0,1,Wednesday,10:15:00,12:00:00,2,Mixed Martial Arts Wrestling,SSM 294 2.0,SSM,SSM 294 2.0  Mixed Martial Arts Wrestling,2,O,Lecture,0,1,1,Mr. Hansaka Kapukotuwa / Mrs. Sandakan Tharaka
919,Sports Science,0,0,0,1,Wednesday,13:00:00,14:00:00,2,Mixed Martial Arts Wrestling,SSM 294 2.0,SSM,SSM 294 2.0  Mixed Martial Arts Wrestling,2,O,Lecture,0,1,1,Mr. Hansaka Kapukotuwa / Mrs. Sandakan Tharaka
922,Sports Science,0,0,0,1,Wednesday,14:00:00,15:00:00,1,LTAD,SSM 272 1.0,SSM,SSM 272 1.0  LTAD,2,NFC6,Lecture,0,1,1,Dr. M.A.S. Udayanga
925,Sports Science,0,0,0,1,Wednesday,8:00:00,9:45:00,2,Dietetics,SSM 375 2.0,SSM,SSM 375 2.0 Dietetics,3,NFC6,Lecture,0,1,1,Dr. S. Weerasinghe
928,Sports Science,0,0,0,1,Wednesday,10:15:00,12:00:00,2,Sport Org. Behaviour,SSM 366 2.0,SSM,SSM 366 2.0 Sport Org. Behaviour,3,NFC6,Lecture,0,1,1,Mr. A.L.K.R. Fernando / Ms. M.H. Kumaragamage
931,Sports Science,0,0,0,1,Wednesday,13:00:00,15:00:00,2,Analytic Methods in Sports,SSM 374 2.0,SSM,SSM 374 2.0 Analytic Methods in Sports,3,NFC6,Lecture,0,1,1,Dr. R. Silva
934,Sports Science,0,0,0,1,Wednesday,15:00:00,17:00:00,1,Advanced Training Methods in Selected Sports,SSM 390 1.0,SSM,SSM 390 1.0 Advanced Training Methods in Selected Sports,3,NFC6,Lecture,0,1,1,Mr. K.P. Manawadu / Mr. L.H.M.P. De Silva
937,Sports Science,0,0,0,1,Thursday,8:00:00,12:00:00,1,FMSA of Athletics II,SSM 189 1.0,SSM,SSM 189 1.0 FMSA of Athletics II,1,O,Lecture,0,1,1,Mr. L.H.M.P. De Silva
940,Sports Science,0,0,0,1,Thursday,13:00:00,15:00:00,3,FMSA of Ball Games Basketball,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Basketball,1,O,Lecture,0,1,1,Mr. K.P.I. Silva
943,Sports Science,0,0,0,1,Thursday,8:00:00,9:45:00,2,Analytic Methods in Sports,SSM 203 2.0,SSM,SSM 203 2.0 Analytic Methods in Sports,2,NFC6,Lecture,0,1,1,Dr. R. Silva / Mr. K.P.I. Silva
946,Sports Science,0,0,0,1,Thursday,10:15:00,12:00:00,2,Strength and Conditioning,SSM 271 2.0,SSM,SSM 271 2.0 Strength and Conditioning,2,NFC6,Lecture,0,1,1,Mr. K.P. Manawadu
949,Sports Science,0,0,0,1,Thursday,13:00:00,15:00:00,0,Professional Skills Development II,SSM 216 0.0,SSM,SSM 216 0.0 Professional Skills Development II,2,O,Lecture,0,1,1,Ms. L.Y.K. Mendis
952,Sports Science,0,0,0,1,Thursday,8:00:00,12:00:00,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,O,Lecture,0,1,1,Mr. D.S.L. Perera
955,Sports Science,0,0,0,1,Thursday,13:00:00,14:00:00,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,NFC6,Lecture,0,1,1,Mr. D.S.L. Perera
958,Sports Science,0,0,0,1,Thursday,14:00:00,15:00:00,NA,Tutorial,SSM T,SSM,SSM T Tutorial,3,T,Tutorial,0,1,1,NA
961,Sports Science,0,0,0,1,Friday,8:00:00,11:05:00,3,FMSA of Ball Games Football,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Football,1,O,Lecture,0,1,1,Mrs. Sandakan Tharaka
964,Sports Science,0,0,0,1,Friday,13:00:00,15:00:00,3,FMSA of Ball Games Netball,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Netball,1,O,Lecture,0,1,1,Mrs. Sandakan Tharaka
967,Sports Science,0,0,0,1,Friday,8:00:00,11:05:00,2,Mixed Martial ArtsBoxing,SSM 294 2.0,SSM,SSM 294 2.0 Mixed Martial ArtsBoxing,2,O,Lecture,0,1,1,Mr. Gihan Maduwantha / Mr. Chameera Ginige
970,Sports Science,0,0,0,1,Friday,14:00:00,17:00:00,2,FMSA of Coordination Sports Baseball,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Baseball,2,O,Lecture,0,1,1,Mr. Vihanga De Silva / Mr. L.H.M.P. De Silva
973,Sports Science,0,0,0,1,Friday,8:00:00,9:45:00,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,O,Lecture,0,1,1,Mr. D.S.L. Perera
976,Sports Science,0,0,0,1,Friday,10:15:00,12:00:00,2,Sport Ent. and Business Dev.,SSM 365 2.0,SSM,SSM 365 2.0 Sport Ent. and Business Dev.,3,NFC6,Lecture,0,1,1,Mr. A.L.K.R. Fernando
979,Sports Science,0,0,0,1,Friday,13:00:00,15:00:00,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,B2,Lecture,0,1,1,Mr. D.S.L. Perera
982,Sports Science,0,0,0,1,Friday,8:00:00,9:45:00,2,Sp. Event Management,SSM 463 2.0,SSM,SSM 463 2.0 Sp. Event Management,4,NFC6,Lecture,0,1,1,Mr. A.L.K.R. Fernando / Ms. M.H. Kumaragamage
985,Sports Science,0,0,0,1,Friday,10:15:00,12:00:00,2,Dietetics,SSM 403 2.0,SSM,SSM 403 2.0 Dietetics,4,NFC6,Lecture,0,1,1,Dr. S. Weerasinghe
988,Sports Science,0,0,0,1,Friday,13:00:00,14:00:00,2,Coaching Ed.,SSM 481 2.0,SSM,SSM 481 2.0 Coaching Ed.,4,NFC6,Lecture,0,1,1,Mrs. A.M.G.C.P. Adikari
991,Sports Science,0,0,0,1,Saturday,8:00:00,12:00:00,3,FMSA of Ball Games Volleyball,SSM 190 3.0,SSM,SSM 190 3.0  FMSA of Ball Games Volleyball,1,O,Lecture,0,1,1,Mr. Udayantha Shaminda / Mr. L.H.M.P. De Silva
994,Sports Science,0,0,0,1,Saturday,13:00:00,17:00:00,1,Introduction to IT,SSM 110 1.0,SSM,SSM 110 1.0  Introduction to IT,1,O,Lecture,0,1,1,Mr. P.H.A.B. Shantha / Mr. Chameera Ginige
997,Genetics and Molecular Biology Unit,0,1,0,0,Monday,10:15:00,12:00:00,2,Techniques in Molecular Biology and Genetic Engineering,GMB 105 2.0,GMB,GMB 105 2.0 Techniques in Molecular Biology and Genetic Engineering,1,B3,Lecture,1,0,1,Dr. Kasun Thambugala / Dr. Dilakshini Dayananda
1000,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,10:15:00,12:00:00,2,Fundamentals of Molecular genetics,GMB 103 2.0,GMB,GMB 103 2.0 Fundamentals of Molecular genetics,1,B3,Lecture,1,0,1,Dr. Hiruni Harischandra
1003,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,13:00:00,16:00:00,NA,Practicals,GMB P,GMB,GMB P Practicals,1,P,Practicals,1,0,1,NA
1006,Genetics and Molecular Biology Unit,0,1,0,0,Monday,10:15:00,11:05:00,1,Genomics and Proteomics,GMB 203 1.0,GMB,GMB 203 1.0 Genomics and Proteomics,2,F2,Lecture,1,0,1,Dr. Samawansha Thennakoon
1009,Genetics and Molecular Biology Unit,0,1,0,0,Monday,11:10:00,12:00:00,1,Gene Expression and Regulation,GMB 205 1.0,GMB,GMB 205 1.0 Gene Expression and Regulation,2,F2,Lecture,1,0,1,Dr. Pamoda Jayathunga
1012,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,8:00:00,9:45:00,2,Microbes and Microbial Genetics,GMB 204 2.0,GMB,GMB 204 2.0 Microbes and Microbial Genetics,2,B3,Lecture,1,0,1,Dr. Kasun Thambugala
1015,Genetics and Molecular Biology Unit,0,1,0,0,Friday,8:55:00,12:00:00,NA,Practicals,GMB P,GMB,GMB P Practicals,2,P,Practicals,1,0,1,NA
1018,Genetics and Molecular Biology Unit,0,1,0,0,Monday,8:00:00,8:50:00,2,Immunology,GMB 302 2.0,GMB,GMB 302 2.0 Immunology,3,NA,Lecture,1,0,1,Dr. Varuni Gunathilake
1021,Genetics and Molecular Biology Unit,0,1,0,0,Monday,8:55:00,12:00:00,1,Human Genetics and Counseling,GMB 318 1.0,GMB,GMB 318 1.0 Human Genetics and Counseling,3,A1,Lecture,1,0,1,Dr. Gayani Galhena
1024,Genetics and Molecular Biology Unit,0,1,0,0,Monday,13:00:00,15:00:00,1,Advanced  Laboratory  Techniques,GMB 337 1.0,GMB,GMB 337 1.0 Advanced  Laboratory  Techniques,3,C2,Lecture,0,1,1,Dr. Pamoda Jayathunga
1027,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,8:55:00,12:00:00,NA,Practicals,GMB P,GMB,GMB P Practicals,3,P,Practicals,1,1,1,NA
1030,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,15:00:00,17:00:00,2,Research Methodology,GMB 320 2.0,GMB,GMB 320 2.0 Research Methodology,3,B3,Lecture,0,1,1,Prof. Upul Subasinghe
1033,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,8:00:00,9:45:00,1,Molecular Modeling and Computer Biochemistry,GMB 321 1.0,GMB,GMB 321 1.0 Molecular Modeling and Computer Biochemistry,3,A1,Lecture,1,0,1,Dr. Ranga Jayakody
1036,Genetics and Molecular Biology Unit,0,1,0,0,Wednesday,10:15:00,12:00:00,2,Protein Engineering,GMB 323 2.0,GMB,GMB 323 2.0 Protein Engineering,3,B3,Lecture,1,0,1,Dr. Pamoda Jayathunga
1039,Genetics and Molecular Biology Unit,0,1,0,0,Thursday,8:00:00,9:45:00,1,Epigenetics,GMB 342 1.0,GMB,GMB 342 1.0 Epigenetics,3,NA,Lecture,0,1,1,Dr. Chanika Jayasinghe
1042,Genetics and Molecular Biology Unit,0,1,0,0,Thursday,13:00:00,14:00:00,2,RNA Biology,GMB 322 2.0,GMB,GMB 322 2.0 RNA Biology,3,F2,Lecture,1,0,1,Dr. Dilantha Gunawardena / Dr. Dilakshini Dayananda
1045,Genetics and Molecular Biology Unit,0,1,0,0,Friday,13:00:00,15:00:00,2,Molecular Entomology,GMB 326 2.0,GMB,GMB 326 2.0 Molecular Entomology,3,B3,Lecture,1,0,1,Prof. Nissanka de Silva
1048,Genetics and Molecular Biology Unit,0,1,0,0,Monday,8:00:00,8:50:00,2,Molecular Immunology,GMB 404 2.0,GMB,GMB 404 2.0  Molecular Immunology,4,NA,Lecture,0,1,1,Dr. Varuni Gunathilake
1051,Genetics and Molecular Biology Unit,0,1,0,0,Monday,13:00:00,16:00:00,2,Molecular Evolution,GMB 416 2.0,GMB,GMB 416 2.0 Molecular Evolution,4,B3,Lecture,0,1,1,Dr. Sachini Fernando
1054,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,10:15:00,12:00:00,2,Systems Biology,GMB 417 2.0,GMB,GMB 417 2.0 Systems Biology,4,A1,Lecture,0,1,1,Dr. Samawansha Thennakoon
1057,Genetics and Molecular Biology Unit,0,1,0,0,Tuesday,13:00:00,15:00:00,2,Neurobiology,GMB 408 2.0,GMB,GMB 408 2.0 Neurobiology,4,B2,Lecture,0,1,1,Mr. WHMDNB Wijekoon / Mr. Buddika Lakmal Gonawala
1060,Genetics and Molecular Biology Unit,0,1,0,0,Saturday,8:55:00,11:05:00,2,Molecular Basis of Diseases,GMB 414 2.0,GMB,GMB 414 2.0  Molecular Basis of Diseases,4,B3,Lecture,0,1,1,Prof. Dinithi Peiris
1063,Computer Science,1,0,0,0,Monday,10:15:00,12:00:00,2,Software Engineering II,ICT 131 2.0,ICT,ICT 131 2.0 Software Engineering II,1,NFC6,Lecture,1,0,1,Ms. MKA Ariyaratne
1066,Computer Science,1,0,0,0,Tuesday,8:00:00,9:45:00,1,Computer Programming - Laboratory II,ICT 130 1.0,ICT,ICT 130 1.0 Computer Programming - Laboratory II,1,BLC,Lecture,1,0,1,Dr. S Tissera / Ms. FS Sourjah
1069,Computer Science,1,0,0,0,Wednesday,10:15:00,12:00:00,NA,Practicals,ICT P,ICT,ICT P   Practicals,1,P,Practicals,1,0,1,NA
1072,Computer Science,1,0,0,0,Wednesday,13:00:00,15:00:00,NA,Tutorial,ICT T,ICT,ICT T Tutorial,1,T,Tutorial,1,0,1,NA
1075,Computer Science,1,0,0,0,Thursday,13:00:00,15:00:00,2,Object Oriented Programming,ICT 129 2.0,ICT,ICT 129 2.0 Object Oriented Programming,1,NFC3,Lecture,1,0,1,Dr. S Tissera
1078,Computer Science,1,0,0,0,Monday,14:00:00,16:00:00,NA,Practicals,ICT P,ICT,ICT P   Practicals,2,P,Practicals,1,0,1,NA
1081,Computer Science,1,0,0,0,Tuesday,15:00:00,17:00:00,1.5,Visual Computing,ICT 231 1.5,ICT,ICT 231 1.5  Visual Computing,2,NFC4,Lecture,1,0,1,Mr. AMRR Bandara
1084,Computer Science,1,0,0,0,Wednesday,8:00:00,9:45:00,1.5,Computer Networks and System Administration,ICT 230 1.5,ICT,ICT 230 1.5  Computer Networks and System Administration,2,PLT,Lecture,1,0,1,Mr. AMRR Bandara
1087,Computer Science,1,0,0,0,Friday,10:15:00,12:00:00,2,User Interface Design and Implementation,ICT 229 2.0,ICT,ICT 229 2.0 User Interface Design and Implementation,2,NFC3,Lecture,1,0,1,Dr. PRS De Silva
1090,Computer Science,1,0,0,0,Monday,14:00:00,16:00:00,2,Software Architecture and Design,ICT 330 2.0,ICT,ICT 330 2.0 Software Architecture and Design,3,NFC3,Lecture,1,0,1,Dr. EATA Edirisuriya
1093,Computer Science,1,0,0,0,Tuesday,10:15:00,12:00:00,1.5,Data Mining and Data Warehousing,ICT 333 1.5,ICT,ICT 333 1.5 Data Mining and Data Warehousing,3,NFC3,Lecture,1,0,1,Dr. TMKK Jinasena
1096,Computer Science,1,0,0,0,Thursday,10:15:00,12:00:00,1.5,Software Quality Assurance,ICT 331 1.5,ICT,ICT 331 1.5 Software Quality Assurance,3,NFC3,Lecture,1,0,1,Ms. FS Sourjah
1099,Computer Science,1,0,0,0,Thursday,13:00:00,15:00:00,1.5,Human Computer Interaction,ICT 332 1.5,ICT,ICT 332 1.5 Human Computer Interaction,3,LCS2,Lecture,1,0,1,Dr. PRS De Silva
1102,Mathematics,1,1,0,0,Monday,10:15:00,12:00:00,2,Principles of Macro Economics,MAN 126 2.0,MAN,MAN 126 2.0 Principles of Macro Economics,1,C1,Lecture,1,0,1,Dr. Kamal Gnanaweera
1105,Mathematics,1,1,0,0,Thursday,13:00:00,15:00:00,2,Introduction to Entrepreneurship,MAN 129 2.0,MAN,MAN 129 2.0 Introduction to Entrepreneurship,1,PLT,Lecture,1,0,1,Dr. Kamal Gnanaweera
1108,Mathematics,1,1,0,0,Friday,8:00:00,8:50:00,1,Introduction to Statistics,MAN 128 1.0,MAN,MAN 128 1.0 Introduction to Statistics,1,PLT,Lecture,1,0,1,Mr. Chammika De Mel
1111,Mathematics,1,1,0,0,Monday,10:15:00,12:00:00,2,Organizational Behaviour,MAN 226 2.0,MAN,MAN 226 2.0 Organizational Behaviour,2,PLT,Lecture,1,0,1,Dr. Anuradha Iddagoda
