Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Organic Synthesis and Industrial Applications,ICH 363 2.0,ICH,ICH 363 2.0 Organic Synthesis and Industrial Applications,3,C3,Lecture,Dr. Upul Kumarasinghe,08:00-09:45,Special,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Spectroscopic Techniques for Identification of Organic Compounds,ICH 365 1.0,ICH,ICH 365 1.0 Spectroscopic Techniques for Identification of Organic Compounds,3,C3,Lecture,Prof. C Padumadasa,10:15-11:05,Special,Physical/Biology
Chemistry,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Chemical Kinetics and Thermodynamics,ICH 373 2.0,ICH,ICH 373 2.0 Chemical Kinetics and Thermodynamics,3,C3,Lecture,Dr. L Palliyaguru / Dr. Tharindu Senapathi,13:00-14:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Food Chemistry and Technology,ICH 369 2.0,ICH,ICH 369 2.0 Food Chemistry and Technology,3,C3,Lecture,Prof. P Godakumbura,15:00-17:00,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,Practicals,ICH P,ICH,ICH P Practicals,3,P,Practicals,NA,08:55-16:00,Special,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Molecular Modelling and Computational Chemistry,ICH 370 2.0,ICH,ICH 370 2.0 Molecular Modelling and Computational Chemistry,3,C3,Lecture,Dr. R Jayakody,08:00-09:45,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Spectroscopic Techniques for Identification of Inorganic Complexes,ICH 364 1.0,ICH,ICH 364 1.0 Spectroscopic Techniques for Identification of Inorganic Complexes,3,C3,Lecture,Prof. NT Perera,08:55-09:45,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Microscopic and Scattering Techniques,ICH 367 2.0,ICH,ICH 367 2.0 Microscopic and Scattering Techniques,3,C4,Lecture,Dr. L Palliyaguru / Dr. S Rajapaksha,10:15-12:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Alternative Energy Sources and Energy Storage Devices,ICH 457 1.0,ICH,ICH 457 1.0 Alternative Energy Sources and Energy Storage Devices,4,SCR,Lecture,Dr. Isuri Weerarathne,08:00-08:50,Special,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Petroleum Chemistry and Petrochemical Industry,ICH 476 2.0,ICH,ICH 476 2.0 Petroleum Chemistry and Petrochemical Industry,4,SCR,Lecture,VL,10:15-12:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,"Quality Assurance, Accreditation and Project Management",ICH 484 2.0,ICH,"ICH 484 2.0 Quality Assurance, Accreditation and Project Management",4,SCR,Lecture,VL,13:00-15:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Advanced Organic Spectroscopy,CHE 358 1.0,CHE,CHE 358 1.0 Advanced Organic Spectroscopy,3,C3,Lecture,Prof. C Padumadasa,10:15-11:05,Special,Physical/Biology
Chemistry,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Advanced Coordination Chemistry,CHE 367 1.0,CHE,CHE 367 1.0 Advanced Coordination Chemistry,3,C3,Lecture,Dr. M Kartunaratne,11:10-12:00,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Advanced Quantum Chemistry,CHE 362 1.0,CHE,CHE 362 1.0 Advanced Quantum Chemistry,3,C3,Lecture,Dr. R Jayakody,08:00-08:50,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,NA,08:55-16:00,Special,Physical/Biology
Chemistry,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Natural Product Chemistry,CHE 384 1.0,CHE,CHE 384 1.0 Natural Product Chemistry,3,C4,Lecture,Dr. I Fernando,10:15-11:05,Special,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Inorganic Reaction Mechanisms,CHE 354 1.0,CHE,CHE 354 1.0 Inorganic Reaction Mechanisms,3,C4,Lecture,Dr. Imalka Munaweera,11:10-12:00,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Structural Chemistry,CHE 353 1.0,CHE,CHE 353 1.0 Structural Chemistry,3,C3,Lecture,Dr. M Kartunaratne,08:00-08:50,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Spectroscopic Methods in Inorganic Chemistry,CHE 352 1.0,CHE,CHE 352 1.0 Spectroscopic Methods in Inorganic Chemistry,3,C3,Lecture,Prof. NT Perera,08:55-09:45,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Asymmetric Organic Synthesis,CHE 385 1.0,CHE,CHE 385 1.0 Asymmetric Organic Synthesis,3,C3,Lecture,Dr. Upul Kumarasinghe,10:15-11:05,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Biochemistry,CHE 371 1.0,CHE,CHE 371 1.0 Biochemistry,3,C3,Lecture,Prof. P Godakumbura,11:10-12:00,Special,Physical/Biology
Chemistry,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Advanced Chemical Kinetics,CHE 361 1.0,CHE,CHE 361 1.0 Advanced Chemical Kinetics,3,C3,Lecture,Dr. Tharindu Senapathi,13:00-14:00,Special,Physical/Biology
Chemistry,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Molecular Photochemistry,CHE 369 1.0,CHE,CHE 369 1.0 Molecular Photochemistry,3,C3,Lecture,Dr. S Rajapaksha,10:15-11:05,Special,Physical/Biology
Chemistry,Friday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Diffraction Methods in Chemistry,CHE 365 1.0,CHE,CHE 365 1.0 Diffraction Methods in Chemistry,3,C3,Lecture,Prof. N Kottegoda,11:10-12:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Solid State Chemistry,CHE 476 1.0,CHE,CHE 476 1.0 Solid State Chemistry,4,C4,Lecture,Prof. N Kottegoda,10:15-11:05,Special,Physical/Biology
Chemistry,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Polymer Chemistry,CHE 456 1.0,CHE,CHE 456 1.0 Polymer Chemistry,4,C4,Lecture,Prof. Thilini Gunasekara,11:10-12:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,New Trends in Organic Synthesis,CHE 401 1.0,CHE,CHE 401 1.0 New Trends in Organic Synthesis,4,C4,Lecture,Dr. Laksiri Weerasinghe,13:00-14:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Advanced Surface Chemistry,CHE 458 1.0,CHE,CHE 458 1.0 Advanced Surface Chemistry,4,C4,Lecture,Dr. L Palliyaguru,14:00-15:00,Special,Physical/Biology
Chemistry,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Quality Control and Assurance,CHE 485 1.0,CHE,CHE 485 1.0 Quality Control and Assurance,4,C1,Lecture,Dr. Ushantha Jayalath,16:00-17:00,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Polymer Technology,CHE 464 1.0,CHE,CHE 464 1.0 Polymer Technology,4,C4,Lecture,Dr. Chandima Narangoda,08:00-08:50,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Chemistry of Plant products and their Applications in Industry,CHE 466 1.0,CHE,CHE 466 1.0 Chemistry of Plant products and their Applications in Industry,4,C4,Lecture,Prof. P Godakumbura,10:15-11:05,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Basic Chemical Engineering,CHE 461 1.0,CHE,CHE 461 1.0 Basic Chemical Engineering,4,C4,Lecture,VL,11:10-12:00,Special,Physical/Biology
Chemistry,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Medicinal Chemistry,CHE 454 1.0,CHE,CHE 454 1.0 Medicinal Chemistry,4,C4,Lecture,Dr. Upul Kumarasinghe,13:00-14:00,Special,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Supramolecular Chemistry,CHE 491 1.0,CHE,CHE 491 1.0 Supramolecular Chemistry,4,C4,Lecture,Dr. I Fernando,08:55-09:45,Special,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Atmospheric Chemistry,CHE 498 1.0,CHE,CHE 498 1.0 Atmospheric Chemistry,4,C4,Lecture,Prof. C D Jayaweera,11:10-12:00,Special,Physical/Biology
Chemistry,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Molecular Spectroscopy,CHE 457 1.0,CHE,CHE 457 1.0 Molecular Spectroscopy,4,C4,Lecture,Prof. N Kottegoda,13:00-14:00,Special,Physical/Biology
Polymer Science,Monday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,Polymeric Materials,PSC 104 3.0,PSC,PSC 104 3.0 Polymeric Materials,1,C2,Lecture,Prof. Laleen Karunanayake / Dr. Dammika Weerathunga,08:55-11:05,General,Physical/Biology
Polymer Science,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Tutorial,PSC T,PSC,PSC T Tutorial,2,T,Tutorial,NA,08:00-09:45,General,Physical/Biology
Polymer Science,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Polymer Blends and Composite,PST 301 1.0,PST,PST 301 1.0 Polymer Blends and Composite,3,C2,Lecture,Dr. Thusitha Etampawala,10:15-11:05,General,Physical/Biology
Polymer Science,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Introduction to Engineering Materials,PST 313 1.0,PST,PST 313 1.0 Introduction to Engineering Materials,3,C2,Lecture,Dr. Sulashi Samarasinghe,11:10-12:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Polymeric Materials,PSC 104 3.0,PSC,PSC 104 3.0 Polymeric Materials,1,C1,Lecture,Prof. Laleen Karunanayake / Dr. Dammika Weerathunga,13:00-14:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,NA,14:00-15:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Polymer Kinetics,PSC 205 1.0,PSC,PSC 205 1.0 Polymer Kinetics,2,C2,Lecture,Dr. Madhubhashini Maddumaarachchi,08:55-09:45,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Polymer Characterization,PSC 202 2.0,PSC,PSC 202 2.0 Polymer Characterization,2,C2,Lecture,Prof. Thilini Gunasekara,13:00-15:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Tutorial,PSC T,PSC,PSC T Tutorial,2,T,Tutorial,NA,15:00-16:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,PST P,PST,PST P Practicals,3,P,Practicals,NA,08:55-12:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Polymers in Textile Industry,PSC 318 2.0,PSC,PSC 318 2.0 Polymers in Textile Industry,3,C3,Lecture,Dr. Sulashi Samarasinghe,13:00-15:00,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,NA,08:55-09:45,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Polymer Degradation,PST 103 2.0,PST,PST 103 2.0 Polymer Degradation,1,C2,Lecture,Prof. Thilini Gunasekara,10:15-12:00,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,NA,17:00-17:45,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,Tutorial,PST T,PST,PST T Tutorial,2,T,Tutorial,NA,17:00-17:45,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,NA,10:15-11:05,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,NA,13:00-15:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Polymer Processing and Product Testing,PSC 206 2.0,PSC,PSC 206 2.0 Polymer Processing and Product Testing,2,C2,Lecture,Prof. Shantha Walpalage / Dr. Dammika Weerathunga,08:00-09:45,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Introduction to Waste Water Treatment processes in Polymer Industry,PST 314 2.0,PST,PST 314 2.0 Introduction to Waste Water Treatment processes in Polymer Industry,3,C2,Lecture,Dr. Dammika Weerathunga,10:15-12:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Environment and Polymer Industry,PST 315 1.0,PST,PST 315 1.0 Environment and Polymer Industry,3,NFC6,Lecture,Prof. S.D.M. Chinthaka,13:00-14:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Tutorial,PST T,PST,PST T Tutorial,3,T,Tutorial,NA,14:00-15:00,General,Physical/Biology
Polymer Science,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,NA,08:00-08:50,General,Physical/Biology
Polymer Science,Friday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,Practicals,PST P,PST,PST P Practicals,2,P,Practicals,NA,08:55-16:00,General,Physical/Biology
Polymer Science,Monday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,NA,08:55-12:00,Special,Physical/Biology
Polymer Science,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,NA,13:00-16:00,Special,Physical/Biology
Polymer Science,Tuesday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,Polymer Industry and Its Environment Impact,PCH 364 2.0,PCH,PCH 364 2.0 Polymer Industry and Its Environment Impact,3,NFC6,Lecture,Prof. S.D.M. Chinthaka,08:55-11:05,Special,Physical/Biology
Polymer Science,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Advanced Concepts in Thermodynamics and Statistical Thermodynamics,PCH 371 2.0,PCH,PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics,3,NFC6,Lecture,Dr. Thusitha Etampawala,11:10-12:00,Special,Physical/Biology
Polymer Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Polymers in Textile Industry,PCH 369 2.0,PCH,PCH 369 2.0 Polymers in Textile Industry,3,C3,Lecture,Dr. Sulashi Samarasinghe,13:00-15:00,Special,Physical/Biology
Polymer Science,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Organic Synthesis,PCH 370 2.0,PCH,PCH 370 2.0 Organic Synthesis,3,C2,Lecture,Dr. Sampath Gunathilaka,15:00-16:00,Special,Physical/Biology
Polymer Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Molecular Modeling and Computational Chemistry,PCH 365 1.0,PCH,PCH 365 1.0 Molecular Modeling and Computational Chemistry,3,Online,Lecture,Dr. Ranga Jayakody,08:00-08:50,Special,Physical/Biology
Polymer Science,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,NA,08:55-12:00,Special,Physical/Biology
Polymer Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,NA,13:00-16:00,Special,Physical/Biology
Polymer Science,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Organic Synthesis,PCH 370 2.0,PCH,PCH 370 2.0 Organic Synthesis,3,C2,Lecture,Dr. Sampath Gunathilaka,16:00-17:00,Special,Physical/Biology
Polymer Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Advanced Concepts in Thermodynamics and Statistical Thermodynamics,PCH 371 2.0,PCH,PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics,3,NFC6,Lecture,Dr. Thusitha Etampawala,08:00-08:50,Special,Physical/Biology
Polymer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Advanced Organic and Inorganic Spectroscopy,PCH 360 2.0,PCH,PCH 360 2.0 Advanced Organic and Inorganic Spectroscopy,3,NFC6,Lecture,Dr. Narangoda,10:15-12:00,Special,Physical/Biology
Polymer Science,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Degradable Polymer Technology,PCH 356 1.0,PCH,PCH 356 1.0 Degradable Polymer Technology,3,C2,Lecture,Prof. Thilini Gunasekara,14:00-15:00,Special,Physical/Biology
Polymer Science,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Current Trends in Polymer Science,PCH 457 2.0,PCH,PCH 457 2.0 Current Trends in Polymer Science,4,NFC6,Lecture,All,13:00-15:00,Special,Physical/Biology
Polymer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Analysis of Macromolecules,PCH 465 1.0,PCH,PCH 465 1.0 Analysis of Macromolecules,4,C3,Lecture,Dr. Madhubhashini Maddumaarachchi,10:15-11:05,Special,Physical/Biology
Polymer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Advanced Inorganic Polymers,PCH 462 1.0,PCH,PCH 462 1.0 Advanced Inorganic Polymers,4,C2,Lecture,Dr. Sampath Gunathilaka,13:00-14:00,Special,Physical/Biology
Polymer Science,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Advanced Polymer Materials,PCH 458 2.0,PCH,PCH 458 2.0 Advanced Polymer Materials,4,C2,Lecture,Dr. Sampath Gunathilaka,10:15-12:00,Special,Physical/Biology
Polymer Science,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Finite Element Analysis,PCH 456 1.0,PCH,PCH 456 1.0 Finite Element Analysis,4,C2,Lecture,Prof. Shantha Walpalage,13:00-14:00,Special,Physical/Biology
Sports Science,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Basic Biochemistry,SSM 106 2.0,SSM,SSM 106 2.0 Basic Biochemistry,1,NFC6,Lecture,Dr. S. Weerasinghe,08:00-09:45,Special,Sports Science
Sports Science,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,General Anatomy I,SSM 125 1.0,SSM,SSM 125 1.0 General Anatomy I,1,O,Lecture,Dr. S. Weerasinghe,10:15-12:00,Special,Sports Science
Sports Science,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Sports Biomechanics,SSM 108 2.0,SSM,SSM 108 2.0 Sports Biomechanics,1,NFC6,Lecture,Mr. K.P. Manawadu / Mr. K.P.I. Silva,13:00-15:00,Special,Sports Science
Sports Science,Monday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Aerobics for Health Promotion,SSM 192 2.0,SSM,SSM 192 2.0 Aerobics for Health Promotion,1,NFC6,Lecture,Ms. Kalani Harshala / Mr. D.S.L. Perera,15:00-17:00,Special,Sports Science
Sports Science,Monday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,FMSA of Coordination Sports Hockey,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Hockey,2,O,Lecture,Dr. S.K. Fernando,08:00-11:05,Special,Sports Science
Sports Science,Monday,1970-01-01T14:00:00Z,1970-01-01T17:00:00Z,FMSA of Coordination Sports Cricket,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Cricket,2,O,Lecture,Mr. L.H.M.P. De Silva,14:00-17:00,Special,Sports Science
Sports Science,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Operations Research in Sports,SSM 367 2.0,SSM,SSM 367 2.0 Operations Research in Sports,3,NFC6,Lecture,Dr. H.P.N. Perera,10:15-12:00,Special,Sports Science
Sports Science,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Financial Management,SSM 364 2.0,SSM,SSM 364 2.0 Financial Management,3,B2,Lecture,Ms. M.H. Kumaragamage,13:00-15:00,Special,Sports Science
Sports Science,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Physiology I,SSM 124 1.0,SSM,SSM 124 1.0 Physiology I,1,O,Lecture,Dr. S. Weerasinghe,10:15-12:00,Special,Sports Science
Sports Science,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Sports Sociology,SSM 155 1.0,SSM,SSM 155 1.0 Sports Sociology,1,NFC6,Lecture,Dr. S.K. Fernando,15:00-16:00,Special,Sports Science
Sports Science,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Tutorial,SSM T,SSM,SSM T Tutorial,1,T,Tutorial,NA,16:00-17:00,Special,Sports Science
Sports Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Financial Accounting,SSM 260 2.0,SSM,SSM 260 2.0 Financial Accounting,2,NFC6,Lecture,Dr. H.P.N. Perera,08:00-09:45,Special,Sports Science
Sports Science,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Applied Sports and Ex. Psychol.,SSM 254 2.0,SSM,SSM 254 2.0 Applied Sports and Ex. Psychol.,2,NFC6,Lecture,Mrs. A.M.G.C.P. Adikari,10:15-12:00,Special,Sports Science
Sports Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Mixed Martial ArtsTaekwondo,SSM 294 2.0,SSM,SSM 294 2.0 Mixed Martial ArtsTaekwondo,2,O,Lecture,Miss. Shalini Bandara Dissanayake,13:00-16:00,Special,Sports Science
Sports Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Practicals,SSM P,SSM,SSM P Practicals,3,P,Practicals,NA,08:00-09:45,Special,Sports Science
Sports Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Sports for Special Population,SSM 388 2.0,SSM,SSM 388 2.0 Sports for Special Population,3,NFC6,Lecture,Mr. D.S.L. Perera / Dr. M.A.S. Udayanga,13:00-15:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Introduction to Mathematical Software,SSM 111 1.0,SSM,SSM 111 1.0  Introduction to Mathematical Software,1,M1,Lecture,Dr. M.T.M. Perera / Mr. Chameera Ginige,10:15-12:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,FMSA Gymnastics,SSM 191 1.0,SSM,SSM 191 1.0 FMSA Gymnastics,1,O,Lecture,Ms. Chalanima Kariyawasam,13:00-16:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Exercise andSports Physiology,SSM 225 2.0,SSM,SSM 225 2.0 Exercise andSports Physiology,2,NFC6,Lecture,Mrs. A.M.G.C.P. Adikari / Dr. M.A.S. Udayanga,08:00-09:45,Special,Sports Science
Sports Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Mixed Martial Arts Wrestling,SSM 294 2.0,SSM,SSM 294 2.0  Mixed Martial Arts Wrestling,2,O,Lecture,Mr. Hansaka Kapukotuwa / Mrs. Sandakan Tharaka,10:15-12:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Mixed Martial Arts Wrestling,SSM 294 2.0,SSM,SSM 294 2.0  Mixed Martial Arts Wrestling,2,O,Lecture,Mr. Hansaka Kapukotuwa / Mrs. Sandakan Tharaka,13:00-14:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,LTAD,SSM 272 1.0,SSM,SSM 272 1.0  LTAD,2,NFC6,Lecture,Dr. M.A.S. Udayanga,14:00-15:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Dietetics,SSM 375 2.0,SSM,SSM 375 2.0 Dietetics,3,NFC6,Lecture,Dr. S. Weerasinghe,08:00-09:45,Special,Sports Science
Sports Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Sport Org. Behaviour,SSM 366 2.0,SSM,SSM 366 2.0 Sport Org. Behaviour,3,NFC6,Lecture,Mr. A.L.K.R. Fernando / Ms. M.H. Kumaragamage,10:15-12:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Analytic Methods in Sports,SSM 374 2.0,SSM,SSM 374 2.0 Analytic Methods in Sports,3,NFC6,Lecture,Dr. R. Silva,13:00-15:00,Special,Sports Science
Sports Science,Wednesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Advanced Training Methods in Selected Sports,SSM 390 1.0,SSM,SSM 390 1.0 Advanced Training Methods in Selected Sports,3,NFC6,Lecture,Mr. K.P. Manawadu / Mr. L.H.M.P. De Silva,15:00-17:00,Special,Sports Science
Sports Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,FMSA of Athletics II,SSM 189 1.0,SSM,SSM 189 1.0 FMSA of Athletics II,1,O,Lecture,Mr. L.H.M.P. De Silva,08:00-12:00,Special,Sports Science
Sports Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,FMSA of Ball Games Basketball,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Basketball,1,O,Lecture,Mr. K.P.I. Silva,13:00-15:00,Special,Sports Science
Sports Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Analytic Methods in Sports,SSM 203 2.0,SSM,SSM 203 2.0 Analytic Methods in Sports,2,NFC6,Lecture,Dr. R. Silva / Mr. K.P.I. Silva,08:00-09:45,Special,Sports Science
Sports Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Strength and Conditioning,SSM 271 2.0,SSM,SSM 271 2.0 Strength and Conditioning,2,NFC6,Lecture,Mr. K.P. Manawadu,10:15-12:00,Special,Sports Science
